D = 23;
n = [ 2 1 1 1 1 3 3 1 2 1 1 1 5 1 2 1 1 1 1 1 1 4 1 ];

N = 50;
d = [ 1 1 2 3 4 5 6 6 6 7 7 7 8 9 9 9 10 10 11 11 12 12 12 12 13 13 13 13 13 14 15 15 15 16 17 17 18 19 20 20 21 21 22 22 22 22 22 22 23 23 ];

m = [
    [ 1.00 0.33 0.66 0.54 0.48 0.21 0.31 0.39 0.94 0.67 0.46 0.40 0.96 0.16 0.52 0.56 0.53 0.81 0.52 0.19 0.78 0.81 0.35 0.76 0.31 0.38 0.65 0.59 0.21 0.47 0.16 0.31 0.26 0.39 0.42 0.57 0.66 0.76 0.26 0.48 0.90 0.63 0.18 0.53 0.44 0.50 0.36 0.40 0.91 0.48 ]
    [ 0.33 1.00 0.57 0.33 0.40 0.63 0.28 0.63 0.27 0.52 0.23 0.27 0.56 0.56 0.79 0.58 0.73 0.67 0.52 0.64 0.08 0.20 0.70 0.21 0.77 0.28 0.79 0.13 0.07 0.46 0.22 0.27 0.56 0.30 0.54 0.89 0.21 0.46 0.57 0.20 0.52 0.42 0.90 0.48 0.20 0.33 0.53 0.27 0.64 0.35 ]
    [ 0.66 0.57 1.00 0.65 0.78 0.40 0.80 0.11 0.81 0.27 0.47 0.77 0.64 0.25 0.58 0.12 0.85 0.30 0.60 0.48 0.57 0.31 0.37 0.29 0.27 0.64 0.61 0.77 0.31 0.53 0.17 0.46 0.32 0.51 0.80 0.36 0.58 0.51 0.64 0.56 0.41 0.50 0.71 0.45 0.36 0.62 0.28 0.38 0.80 0.20 ]
    [ 0.54 0.33 0.65 1.00 0.78 0.83 0.49 0.95 0.42 0.69 0.86 0.58 0.56 0.57 0.76 0.65 0.24 0.38 0.35 0.18 0.77 0.11 0.40 0.35 0.27 0.48 0.45 0.48 0.45 0.17 0.18 0.35 0.44 0.54 0.49 0.68 0.41 0.52 0.55 0.49 0.24 0.49 0.64 0.40 0.53 0.61 0.36 0.07 0.80 0.15 ]
    [ 0.48 0.40 0.78 0.78 1.00 0.11 0.46 0.40 0.67 0.51 0.30 0.47 0.47 0.62 0.36 0.68 0.48 0.36 0.33 0.33 0.26 0.62 0.89 0.26 0.41 0.45 0.44 0.18 0.49 0.56 0.74 0.63 0.41 0.57 0.60 0.33 0.44 0.72 0.32 0.91 0.40 0.48 0.48 0.21 0.60 0.70 0.43 0.14 0.43 0.60 ]
    [ 0.21 0.63 0.40 0.83 0.11 1.00 0.29 0.49 0.65 0.49 0.26 0.34 0.24 0.63 0.25 0.72 0.42 0.53 0.07 0.73 0.32 0.26 0.96 0.82 0.66 0.41 0.54 0.24 0.60 0.54 0.73 0.55 0.28 0.80 0.50 0.57 0.70 0.40 0.64 0.14 0.60 0.62 0.85 0.47 0.52 0.42 0.18 0.55 0.41 0.60 ]
    [ 0.31 0.28 0.80 0.49 0.46 0.29 1.00 0.47 0.48 0.31 0.94 0.48 0.69 0.58 0.53 0.62 0.72 0.79 0.54 0.10 0.61 0.73 0.42 0.20 0.15 0.04 0.40 0.31 0.57 0.36 0.24 0.39 0.79 0.32 0.47 0.75 0.57 0.33 0.98 0.15 0.12 0.26 0.26 0.48 0.32 0.33 0.60 0.29 0.69 0.82 ]
    [ 0.39 0.63 0.11 0.95 0.40 0.49 0.47 1.00 0.13 0.85 0.45 0.35 0.45 0.69 0.62 0.54 0.77 0.08 0.68 0.60 0.62 0.36 0.24 0.12 0.62 0.36 0.35 0.50 0.36 0.63 0.29 0.24 0.56 0.39 0.36 0.53 0.72 0.32 0.86 0.83 0.92 0.68 0.43 0.40 0.36 0.25 0.74 0.53 0.32 0.41 ]
    [ 0.94 0.27 0.81 0.42 0.67 0.65 0.48 0.13 1.00 0.48 0.90 0.34 0.64 0.52 0.49 0.43 0.56 0.80 0.52 0.45 0.56 0.53 0.73 0.26 0.66 0.46 0.32 0.48 0.43 0.81 0.57 0.68 0.55 0.53 0.49 0.47 0.43 0.78 0.65 0.58 0.18 0.67 0.83 0.18 0.21 0.52 0.74 0.10 0.54 0.34 ]
    [ 0.67 0.52 0.27 0.69 0.51 0.49 0.31 0.85 0.48 1.00 0.34 0.51 0.69 0.65 0.33 0.52 0.42 0.17 0.40 0.49 0.30 0.56 0.46 0.95 0.57 0.94 0.78 0.46 0.55 0.45 0.73 0.26 0.19 0.55 0.90 0.38 0.32 0.78 0.81 0.32 0.97 0.56 0.96 0.40 0.46 0.08 0.24 0.78 0.30 0.50 ]
