D = 22;
n = [ 1 1 3 1 1 1 1 1 3 1 1 1 1 1 1 1 3 1 1 1 1 1 ];

N = 50;
d = [ 1 2 2 2 3 3 3 3 4 4 5 6 6 6 7 7 7 8 8 9 9 9 10 11 12 13 13 14 15 15 16 17 17 17 18 18 18 19 20 20 20 20 20 21 21 21 21 22 22 22 ];

m = [
    [ 1.00 0.81 0.45 0.32 0.68 0.45 0.42 0.28 0.42 0.49 0.72 0.58 0.71 0.41 0.30 0.62 0.28 0.27 0.81 0.41 0.60 0.67 0.57 0.29 0.35 0.46 0.33 0.40 0.56 0.70 0.43 0.53 0.50 0.83 0.48 0.45 0.63 0.70 0.23 0.46 0.28 0.68 0.45 0.60 0.52 0.09 0.27 0.78 0.55 0.45 ]
    [ 0.81 1.00 0.08 0.66 0.83 0.62 0.71 0.45 0.34 0.61 0.38 0.37 0.47 0.17 0.57 0.64 0.46 0.46 0.15 0.52 0.50 0.80 0.62 0.40 0.33 0.41 0.60 0.92 0.61 0.43 0.22 0.14 0.37 0.58 0.54 0.31 0.43 0.73 0.24 0.73 0.35 0.53 0.16 0.14 0.43 0.28 0.34 0.83 0.64 0.26 ]
    [ 0.45 0.08 1.00 0.43 0.48 0.33 0.90 0.47 0.55 0.80 0.15 0.48 0.35 0.40 0.42 0.35 0.03 0.31 0.85 0.40 0.66 0.78 0.77 0.53 0.47 0.52 0.07 0.59 0.84 0.28 0.78 0.84 0.12 0.54 0.33 0.53 0.64 0.73 0.50 0.44 0.59 0.85 0.50 0.43 0.43 0.35 0.34 0.40 0.22 0.49 ]
    [ 0.32 0.66 0.43 1.00 0.11 0.67 0.67 0.54 0.59 0.40 0.46 0.40 0.42 0.59 0.59 0.57 0.35 0.37 0.73 0.45 0.52 0.26 0.79 0.74 0.57 0.62 0.33 0.88 0.48 0.15 0.23 0.33 0.69 0.65 0.52 0.41 0.29 0.84 0.41 0.41 0.74 0.40 0.55 0.56 0.56 0.68 0.34 0.57 0.27 0.36 ]
    [ 0.68 0.83 0.48 0.11 1.00 0.08 0.29 0.28 0.45 0.43 0.47 0.54 0.28 0.47 0.59 0.55 0.95 0.46 0.77 0.42 0.35 0.76 0.61 0.33 0.41 0.68 0.40 0.86 0.77 0.68 0.53 0.74 0.55 0.46 0.87 0.64 0.56 0.43 0.83 0.54 0.68 0.67 0.56 0.09 0.68 0.46 0.37 0.44 0.37 0.49 ]
    [ 0.45 0.62 0.33 0.67 0.08 1.00 0.42 0.18 0.80 0.71 0.79 0.73 0.66 0.65 0.20 0.51 0.33 0.90 0.57 0.51 0.24 0.25 0.44 0.26 0.74 0.54 0.16 0.42 0.28 0.61 0.53 0.60 0.61 0.21 0.58 0.60 0.60 0.77 0.44 0.69 0.68 0.63 0.81 0.58 0.48 0.61 0.56 0.41 0.12 0.61 ]
    [ 0.42 0.71 0.90 0.67 0.29 0.42 1.00 0.69 0.75 0.51 0.46 0.64 0.89 0.62 0.35 0.43 0.45 0.72 0.55 0.30 0.18 0.87 0.30 0.42 0.44 0.63 0.62 0.44 0.52 0.49 0.07 0.35 0.17 0.38 0.18 0.41 0.58 0.07 0.42 0.58 0.49 0.48 0.15 0.42 0.24 0.51 0.52 0.18 0.65 0.39 ]
    [ 0.28 0.45 0.47 0.54 0.28 0.18 0.69 1.00 0.15 0.44 0.30 0.22 0.32 0.59 0.39 0.34 0.70 0.52 0.64 0.45 0.07 0.49 0.20 0.18 0.53 0.15 0.60 0.54 0.25 0.54 0.21 0.89 0.74 0.44 0.46 0.43 0.45 0.51 0.60 0.48 0.56 0.54 0.57 0.39 0.94 0.60 0.51 0.69 0.72 0.68 ]
    [ 0.42 0.34 0.55 0.59 0.45 0.80 0.75 0.15 1.00 0.78 0.46 0.24 0.43 0.24 0.48 0.55 0.53 0.38 0.67 0.78 0.28 0.85 0.44 0.86 0.65 0.79 0.27 0.75 0.26 0.45 0.61 0.29 0.56 0.40 0.51 0.36 0.50 0.93 0.64 0.06 0.71 0.47 0.58 0.57 0.21 0.72 0.54 0.28 0.50 0.64 ]
    [ 0.49 0.61 0.80 0.40 0.43 0.71 0.51 0.44 0.78 1.00 0.60 0.49 0.38 0.69 0.42 0.86 0.80 0.23 0.28 0.55 0.16 0.51 0.77 0.70 0.70 0.12 0.58 0.34 0.20 0.52 0.88 0.57 0.35 0.58 0.65 0.13 0.32 0.61 0.18 0.67 0.46 0.80 0.41 0.34 0.24 0.35 0.69 0.73 0.47 0.90 ]
    [ 0.72 0.38 0.15 0.46 0.47 0.79 0.46 0.30 0.46 0.60 1.00 0.47 0.49 0.43 0.47 0.79 0.50 0.10 0.52 0.67 0.57 0.39 0.48 0.60 0.62 0.72 0.44 0.50 0.60 0.24 0.40 0.44 0.81 0.45 0.53 0.36 0.59 0.85 0.42 0.40 0.34 0.40 0.55 0.77 0.49 0.29 0.63 0.54 0.52 0.36 ]
    [ 0.58 0.37 0.48 0.40 0.54 0.73 0.64 0.22 0.24 0.49 0.47 1.00 0.41 0.31 0.39 0.43 0.21 0.32 0.48 0.22 0.39 0.50 0.64 0.43 0.47 0.72 0.61 0.48 0.74 0.41 0.45 0.31 0.88 0.99 0.55 0.34 0.36 0.21 0.59 0.51 0.68 0.49 0.57 0.51 0.71 0.68 0.91 0.53 0.47 0.66 ]
    [ 0.71 0.47 0.35 0.42 0.28 0.66 0.89 0.32 0.43 0.38 0.49 0.41 1.00 0.35 0.81 0.23 0.79 0.28 0.48 0.47 0.55 0.48 0.89 0.16 0.67 0.12 0.79 0.56 0.62 0.71 0.60 0.78 0.68 0.32 0.20 0.14 0.71 0.77 0.35 0.68 0.54 0.33 0.17 0.14 0.21 0.52 0.34 0.68 0.77 0.72 ]
    [ 0.41 0.17 0.40 0.59 0.47 0.65 0.62 0.59 0.24 0.69 0.43 0.31 0.35 1.00 0.14 0.23 0.49 0.57 0.36 0.49 0.46 0.94 0.58 0.39 0.80 0.67 0.70 0.18 0.38 0.21 0.64 0.30 0.39 0.37 0.37 0.37 0.91 0.74 0.85 0.50 0.58 0.57 0.69 0.45 0.34 0.56 0.72 0.57 0.79 0.47 ]
    [ 0.30 0.57 0.42 0.59 0.59 0.20 0.35 0.39 0.48 0.42 0.47 0.39 0.81 0.14 1.00 0.98 0.55 0.83 0.38 0.38 0.54 0.33 0.47 0.93 0.64 0.52 0.35 0.51 0.19 0.58 0.80 0.38 0.80 0.43 0.14 0.18 0.75 0.55 0.76 0.83 0.54 0.83 0.35 0.24 0.62 0.17 0.40 0.57 0.66 0.14 ]
    [ 0.62 0.64 0.35 0.57 0.55 0.51 0.43 0.34 0.55 0.86 0.79 0.43 0.23 0.23 0.98 1.00 0.52 0.36 0.35 0.17 0.35 0.78 0.73 0.77 0.72 0.31 0.49 0.82 0.71 0.54 0.26 0.42 0.36 0.65 0.39 0.40 0.03 0.69 0.68 0.47 0.73 0.74 0.67 0.46 0.26 0.55 0.62 0.52 0.15 0.80 ]
    [ 0.28 0.46 0.03 0.35 0.95 0.33 0.45 0.70 0.53 0.80 0.50 0.21 0.79 0.49 0.55 0.52 1.00 0.46 0.32 0.39 0.85 0.47 0.30 0.34 0.70 0.51 0.69 0.39 0.81 0.52 0.42 0.51 0.91 0.73 0.61 0.55 0.29 0.59 0.81 0.87 0.29 0.54 0.48 0.43 0.36 0.55 0.86 0.51 0.58 0.50 ]
    [ 0.27 0.46 0.31 0.37 0.46 0.90 0.72 0.52 0.38 0.23 0.10 0.32 0.28 0.57 0.83 0.36 0.46 1.00 0.36 0.64 0.41 0.93 0.38 0.44 0.22 0.47 0.78 0.53 0.57 0.36 0.62 0.70 0.59 0.41 0.74 0.29 0.09 0.44 0.42 0.69 0.41 0.45 0.48 0.62 0.57 0.28 0.61 0.94 0.48 0.71 ]
    [ 0.81 0.15 0.85 0.73 0.77 0.57 0.55 0.64 0.67 0.28 0.52 0.48 0.48 0.36 0.38 0.35 0.32 0.36 1.00 0.67 0.49 0.56 0.29 0.76 0.50 0.78 0.73 0.12 0.48 0.27 0.43 0.24 0.71 0.39 0.74 0.74 0.28 0.27 0.11 0.48 0.30 0.82 0.66 0.67 0.42 0.35 0.16 0.27 0.28 0.54 ]
    [ 0.41 0.52 0.40 0.45 0.42 0.51 0.30 0.45 0.78 0.55 0.67 0.22 0.47 0.49 0.38 0.17 0.39 0.64 0.67 1.00 0.54 0.58 0.86 0.44 0.27 0.33 0.54 0.66 0.70 0.64 0.10 0.56 0.61 0.06 0.67 0.28 0.73 0.49 0.31 0.61 0.75 0.53 0.24 0.75 0.28 0.44 0.60 0.43 0.80 0.65 ]
    [ 0.60 0.50 0.66 0.52 0.35 0.24 0.18 0.07 0.28 0.16 0.57 0.39 0.55 0.46 0.54 0.35 0.85 0.41 0.49 0.54 1.00 0.52 0.51 0.62 0.85 0.57 0.69 0.54 0.41 0.29 0.91 0.90 0.29 0.68 0.79 0.49 0.54 0.42 0.76 0.48 0.62 0.04 0.28 0.27 0.92 0.19 0.18 0.28 0.68 0.60 ]
    [ 0.67 0.80 0.78 0.26 0.76 0.25 0.87 0.49 0.85 0.51 0.39 0.50 0.48 0.94 0.33 0.78 0.47 0.93 0.56 0.58 0.52 1.00 0.64 0.41 0.64 0.78 0.30 0.59 0.20 0.77 0.28 0.47 0.56 0.62 0.85 0.39 0.79 0.21 0.39 0.49 0.52 0.42 0.09 0.61 0.44 0.36 0.60 0.32 0.59 0.89 ]
    [ 0.57 0.62 0.77 0.79 0.61 0.44 0.30 0.20 0.44 0.77 0.48 0.64 0.89 0.58 0.47 0.73 0.30 0.38 0.29 0.86 0.51 0.64 1.00 0.18 0.59 0.70 0.32 0.53 0.30 0.47 0.16 0.42 0.76 0.85 0.51 0.56 0.83 0.23 0.79 0.60 0.33 0.46 0.14 0.63 0.46 0.59 0.07 0.31 0.57 0.53 ]
    [ 0.29 0.40 0.53 0.74 0.33 0.26 0.42 0.18 0.86 0.70 0.60 0.43 0.16 0.39 0.93 0.77 0.34 0.44 0.76 0.44 0.62 0.41 0.18 1.00 0.52 0.52 0.55 0.52 0.54 0.51 0.15 0.65 0.06 0.61 0.34 0.51 0.45 0.10 0.53 0.60 0.67 0.68 0.39 0.54 0.14 0.76 0.29 0.14 0.66 0.60 ]
    [ 0.35 0.33 0.47 0.57 0.41 0.74 0.44 0.53 0.65 0.70 0.62 0.47 0.67 0.80 0.64 0.72 0.70 0.22 0.50 0.27 0.85 0.64 0.59 0.52 1.00 0.39 0.65 0.50 0.77 0.69 0.89 0.53 0.16 0.35 0.73 0.45 0.38 0.65 0.78 0.66 0.74 0.61 0.80 0.21 0.79 0.60 0.55 0.39 0.60 0.93 ]
