D = 18;
n = [ 4 2 1 1 4 1 4 1 1 1 2 1 1 1 2 4 1 1 ];

N = 50;
d = [ 1 1 1 1 1 1 2 2 2 2 3 4 5 5 5 5 5 5 6 7 7 7 7 8 8 9 9 10 10 10 11 11 11 12 13 13 14 14 14 15 15 15 16 16 16 16 17 17 18 18 ];

m = [
    [ 1.00 0.32 0.68 0.53 0.46 0.71 0.60 0.66 0.73 0.54 0.89 0.32 0.68 0.35 0.43 0.59 0.43 0.79 0.21 0.54 0.72 0.60 0.44 0.54 0.62 0.74 0.27 0.71 0.53 0.70 0.54 0.37 0.62 0.77 0.59 0.45 0.17 0.93 0.64 0.53 0.72 0.40 0.27 0.37 0.60 0.55 0.77 0.40 0.31 0.52 ]
    [ 0.32 1.00 0.57 0.12 0.56 0.25 0.49 0.70 0.44 0.64 0.42 0.87 0.42 0.45 0.52 0.04 0.86 0.67 0.56 0.39 0.58 0.52 0.39 0.49 0.58 0.58 0.49 0.76 0.24 0.82 0.57 0.39 0.20 0.20 0.21 0.27 0.51 0.56 0.83 0.85 0.62 0.65 0.73 0.47 0.78 0.47 0.61 0.76 0.65 0.58 ]
    [ 0.68 0.57 1.00 0.43 0.26 0.37 0.44 0.36 0.66 0.53 0.60 0.58 0.28 0.43 0.68 0.41 0.36 0.36 0.43 0.52 0.50 0.21 0.64 0.89 0.62 0.59 0.07 0.51 0.80 0.49 0.22 0.73 0.54 0.67 0.71 0.32 0.68 0.49 0.78 0.57 0.71 0.15 0.48 0.78 0.61 0.74 0.61 0.76 0.50 0.38 ]
    [ 0.53 0.12 0.43 1.00 0.57 0.88 0.74 0.38 0.32 0.41 0.64 0.07 0.45 0.65 0.45 0.41 0.29 0.72 0.51 0.52 0.38 0.17 0.42 0.28 0.75 0.22 0.53 0.51 0.45 0.83 0.64 0.42 0.24 0.72 0.59 0.87 0.73 0.44 0.56 0.49 0.53 0.66 0.36 0.32 0.43 0.67 0.64 0.65 0.71 0.18 ]
    [ 0.46 0.56 0.26 0.57 1.00 0.38 0.55 0.55 0.41 0.39 0.39 0.52 0.93 0.63 0.72 0.57 0.80 0.54 0.12 0.66 0.68 0.73 0.30 0.27 0.57 0.53 0.72 0.29 0.28 0.48 0.58 0.72 0.39 0.76 0.65 0.45 0.81 0.61 0.69 0.96 0.53 0.10 0.94 0.56 0.16 0.32 0.15 0.47 0.34 0.32 ]
    [ 0.71 0.25 0.37 0.88 0.38 1.00 0.23 0.62 0.69 0.54 0.67 0.30 0.93 0.50 0.60 0.47 0.30 0.67 0.73 0.47 0.24 0.17 0.32 0.42 0.77 0.43 0.51 0.63 0.64 0.80 0.76 0.53 0.68 0.34 0.55 0.56 0.46 0.68 0.40 0.36 0.66 0.73 0.32 0.56 0.61 0.61 0.48 0.71 0.58 0.23 ]
    [ 0.60 0.49 0.44 0.74 0.55 0.23 1.00 0.40 0.63 0.54 0.37 0.96 0.73 0.13 0.67 0.66 0.45 0.43 0.55 0.64 0.73 0.32 0.81 0.67 0.33 0.59 0.11 0.86 0.40 0.56 0.41 0.58 0.45 0.65 0.71 0.15 0.96 0.93 0.08 0.86 0.21 0.44 0.16 0.40 0.19 0.25 0.37 0.32 0.72 0.68 ]
    [ 0.66 0.70 0.36 0.38 0.55 0.62 0.40 1.00 0.41 0.36 0.96 0.20 0.45 0.44 0.60 0.56 0.35 0.67 0.26 0.72 0.36 0.48 0.77 0.11 0.59 0.20 0.57 0.10 0.32 0.47 0.46 0.41 0.59 0.33 0.40 0.28 0.43 0.66 0.61 0.52 0.45 0.43 0.32 0.20 0.54 0.79 0.84 0.46 0.79 0.78 ]
    [ 0.73 0.44 0.66 0.32 0.41 0.69 0.63 0.41 1.00 0.30 0.67 0.61 0.48 0.88 0.26 0.56 0.77 0.54 0.39 0.23 0.56 0.59 0.67 0.08 0.21 0.43 0.57 0.60 0.09 0.69 0.81 0.53 0.54 0.92 0.34 0.86 0.18 0.39 0.67 0.43 0.19 0.35 0.11 0.69 0.45 0.58 0.56 0.92 0.24 0.08 ]
    [ 0.54 0.64 0.53 0.41 0.39 0.54 0.54 0.36 0.30 1.00 0.55 0.80 0.60 0.41 0.61 0.43 0.54 0.50 0.32 0.50 0.63 0.30 0.82 0.41 0.33 0.09 0.18 0.37 0.50 0.90 0.44 0.04 0.65 0.80 0.15 0.50 0.21 0.49 0.41 0.20 0.36 0.73 0.33 0.73 0.33 0.48 0.66 0.60 0.51 0.37 ]
