D = 25;
n = [ 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2 2 1 1 1 2 2 1 3 2 ];

N = 50;
d = [ 1 1 2 2 2 3 3 4 5 5 5 5 5 6 7 7 7 8 9 10 11 12 13 14 14 15 16 16 16 17 17 17 18 18 18 19 20 21 21 22 22 22 23 23 24 24 24 24 25 25 ];

m = [
    [ 1.00 0.68 0.37 0.35 0.49 0.61 0.81 0.44 0.76 0.36 0.65 0.26 0.58 0.49 0.33 0.22 0.68 0.49 0.51 0.64 0.01 0.30 0.34 0.73 0.40 0.49 0.39 0.78 0.94 0.82 0.65 0.73 0.73 0.53 0.83 0.40 0.93 0.34 0.59 0.76 0.67 0.47 0.33 0.42 0.37 0.20 0.46 0.71 0.32 0.24 ]
    [ 0.68 1.00 0.46 0.35 0.54 0.44 0.62 0.23 0.64 0.46 0.68 0.33 0.83 0.28 0.24 0.38 0.95 0.58 0.28 0.35 0.07 0.41 0.45 0.66 0.61 0.43 0.29 0.71 0.15 0.28 0.71 0.34 0.31 0.75 0.40 0.79 0.46 0.43 0.47 0.47 0.71 0.53 0.57 0.61 0.80 0.67 0.73 0.65 0.16 0.46 ]
    [ 0.37 0.46 1.00 0.67 0.85 0.48 0.43 0.40 0.19 0.12 0.13 0.49 0.42 0.74 0.58 0.54 0.71 0.56 0.67 0.68 0.32 0.68 0.45 0.82 0.69 0.89 0.55 0.21 0.61 0.23 0.21 0.53 0.76 0.36 0.59 0.46 0.89 0.88 0.50 0.10 0.61 0.45 0.48 0.53 0.62 0.32 0.46 0.71 0.65 0.63 ]
    [ 0.35 0.35 0.67 1.00 0.56 0.53 0.54 0.79 0.94 0.65 0.15 0.34 0.74 0.29 0.49 0.23 0.38 0.50 0.23 0.42 0.03 0.74 0.39 0.84 0.49 0.36 0.40 0.77 0.41 0.47 0.65 0.42 0.40 0.53 0.49 0.66 0.41 0.43 0.10 0.48 0.25 0.62 0.30 0.69 0.23 0.11 0.72 0.62 0.57 0.24 ]
    [ 0.49 0.54 0.85 0.56 1.00 0.42 0.41 0.38 0.37 0.24 0.59 0.26 0.68 0.61 0.54 0.44 0.06 0.32 0.52 0.49 0.18 0.34 0.41 0.67 0.08 0.51 0.44 0.09 0.38 0.68 0.82 0.89 0.69 0.11 0.41 0.51 0.43 0.29 0.48 0.75 0.66 0.62 0.32 0.55 0.87 0.21 0.69 0.43 0.42 0.43 ]
    [ 0.61 0.44 0.48 0.53 0.42 1.00 0.51 0.39 0.05 0.31 0.87 0.52 0.63 0.28 0.73 0.31 0.73 0.54 0.18 0.60 0.59 0.30 0.64 0.60 0.61 0.53 0.24 0.86 0.72 0.83 0.35 0.77 0.26 0.35 0.95 0.68 0.31 0.31 0.29 0.40 0.30 0.86 0.83 0.47 0.30 0.71 0.40 0.23 0.99 0.42 ]
    [ 0.81 0.62 0.43 0.54 0.41 0.51 1.00 0.16 0.43 0.27 0.70 0.30 0.60 0.56 0.53 0.74 0.46 0.70 0.47 0.53 0.35 0.14 0.18 0.45 0.40 0.54 0.68 0.32 0.26 0.48 0.65 0.64 0.77 0.57 0.63 0.56 0.78 0.51 0.55 0.48 0.06 0.23 0.27 0.64 0.40 0.35 0.50 0.38 0.65 0.23 ]
    [ 0.44 0.23 0.40 0.79 0.38 0.39 0.16 1.00 0.73 0.46 0.45 0.47 0.10 0.81 0.56 0.64 0.39 0.87 0.40 0.45 0.36 0.12 0.48 0.62 0.50 0.57 0.62 0.47 0.83 0.29 0.59 0.48 0.26 0.66 0.39 0.32 0.43 0.65 0.94 0.66 0.84 0.43 0.23 0.43 0.03 0.28 0.73 0.44 0.78 0.42 ]
    [ 0.76 0.64 0.19 0.94 0.37 0.05 0.43 0.73 1.00 0.45 0.23 0.56 0.48 0.36 0.58 0.89 0.34 0.76 0.29 0.34 0.36 0.58 0.54 0.74 0.75 0.08 0.51 0.40 0.55 0.74 0.53 0.35 0.28 0.72 0.79 0.67 0.52 0.45 0.39 0.29 0.07 0.22 0.55 0.55 0.73 0.97 0.71 0.15 0.61 0.56 ]
    [ 0.36 0.46 0.12 0.65 0.24 0.31 0.27 0.46 0.45 1.00 0.50 0.65 0.74 0.45 0.50 0.39 0.35 0.50 0.43 0.15 0.53 0.58 0.92 0.39 0.53 0.32 0.38 0.51 0.52 0.32 0.24 0.72 0.52 0.32 0.62 0.39 0.64 0.55 0.60 0.54 0.26 0.51 0.30 0.79 0.46 0.53 0.87 0.57 0.78 0.59 ]
    [ 0.65 0.68 0.13 0.15 0.59 0.87 0.70 0.45 0.23 0.50 1.00 0.49 0.69 0.33 0.57 0.40 0.38 0.90 0.55 0.45 0.57 0.56 0.22 0.34 0.33 0.42 0.24 0.45 0.68 0.51 0.84 0.24 0.56 0.52 0.15 0.18 0.16 0.70 0.29 0.57 0.90 0.86 0.41 0.60 0.68 0.76 0.35 0.27 0.45 0.56 ]
    [ 0.26 0.33 0.49 0.34 0.26 0.52 0.30 0.47 0.56 0.65 0.49 1.00 0.69 0.34 0.68 0.56 0.64 0.47 0.51 0.71 0.46 0.61 0.71 0.64 0.33 0.49 0.40 0.66 0.71 0.45 0.29 0.61 0.47 0.51 0.48 0.23 0.43 0.33 0.46 0.57 0.32 0.30 0.64 0.63 0.50 0.28 0.52 0.37 0.52 0.40 ]
    [ 0.58 0.83 0.42 0.74 0.68 0.63 0.60 0.10 0.48 0.74 0.69 0.69 1.00 0.70 0.99 0.32 0.63 0.09 0.74 0.55 0.46 0.49 0.23 0.39 0.38 0.41 0.57 0.30 0.20 0.37 0.65 0.39 0.61 0.77 0.34 0.42 0.44 0.34 0.68 0.72 0.35 0.47 0.71 0.85 0.62 0.21 0.07 0.46 0.49 0.06 ]
    [ 0.49 0.28 0.74 0.29 0.61 0.28 0.56 0.81 0.36 0.45 0.33 0.34 0.70 1.00 0.53 0.49 0.93 0.52 0.45 0.56 0.47 0.81 0.56 0.60 0.11 0.89 0.52 0.28 0.41 0.56 0.51 0.35 0.79 0.43 0.86 0.53 0.46 0.40 0.72 0.48 0.83 0.46 0.49 0.61 0.43 0.04 0.45 0.44 0.60 0.26 ]
    [ 0.33 0.24 0.58 0.49 0.54 0.73 0.53 0.56 0.58 0.50 0.57 0.68 0.99 0.53 1.00 0.85 0.60 0.34 0.72 0.78 0.41 0.45 0.49 0.53 0.97 0.40 0.46 0.55 0.44 0.67 0.33 0.26 0.45 0.28 0.59 0.65 0.44 0.59 0.64 0.52 0.49 0.34 0.79 0.37 0.55 0.17 0.59 0.66 0.55 0.67 ]
    [ 0.22 0.38 0.54 0.23 0.44 0.31 0.74 0.64 0.89 0.39 0.40 0.56 0.32 0.49 0.85 1.00 0.58 0.38 0.28 0.78 0.66 0.33 0.57 0.94 0.08 0.47 0.35 0.84 0.38 0.90 0.23 0.60 0.69 0.63 0.70 0.39 0.41 0.27 0.87 0.46 0.61 0.52 0.74 0.67 0.14 0.59 0.19 0.65 0.81 0.56 ]
    [ 0.68 0.95 0.71 0.38 0.06 0.73 0.46 0.39 0.34 0.35 0.38 0.64 0.63 0.93 0.60 0.58 1.00 0.42 0.32 0.65 0.55 0.08 0.34 0.57 0.67 0.36 0.28 0.84 0.25 0.82 0.29 0.35 0.69 0.75 0.52 0.45 0.64 0.41 0.59 0.74 0.47 0.49 0.36 0.87 0.60 0.88 0.36 0.65 0.54 0.44 ]
    [ 0.49 0.58 0.56 0.50 0.32 0.54 0.70 0.87 0.76 0.50 0.90 0.47 0.09 0.52 0.34 0.38 0.42 1.00 0.52 0.53 0.38 0.79 0.38 0.79 0.22 0.11 0.33 0.44 0.93 0.42 0.63 0.39 0.12 0.40 0.49 0.16 0.42 0.65 0.81 0.55 0.46 0.72 0.59 0.62 0.26 0.47 0.66 0.24 0.49 0.26 ]
    [ 0.51 0.28 0.67 0.23 0.52 0.18 0.47 0.40 0.29 0.43 0.55 0.51 0.74 0.45 0.72 0.28 0.32 0.52 1.00 0.70 0.40 0.51 0.53 0.22 0.68 0.53 0.27 0.33 0.95 0.34 0.48 0.66 0.50 0.50 0.78 0.54 0.67 0.56 0.46 0.72 0.86 0.68 0.40 0.29 0.28 0.45 0.45 0.81 0.33 0.34 ]
    [ 0.64 0.35 0.68 0.42 0.49 0.60 0.53 0.45 0.34 0.15 0.45 0.71 0.55 0.56 0.78 0.78 0.65 0.53 0.70 1.00 0.57 0.55 0.89 0.47 0.28 0.58 0.55 0.12 0.41 0.49 0.62 0.57 0.89 0.14 0.43 0.81 0.52 0.41 0.27 0.24 0.10 0.42 0.41 0.60 0.15 0.56 0.45 0.84 0.47 0.70 ]
    [ 0.01 0.07 0.32 0.03 0.18 0.59 0.35 0.36 0.36 0.53 0.57 0.46 0.46 0.47 0.41 0.66 0.55 0.38 0.40 0.57 1.00 0.80 0.49 0.66 0.37 0.17 0.46 0.60 0.37 0.45 0.42 0.44 0.33 0.12 0.47 0.53 0.42 0.47 0.34 0.43 0.60 0.39 0.43 0.62 0.63 0.73 0.33 0.42 0.58 0.73 ]
    [ 0.30 0.41 0.68 0.74 0.34 0.30 0.14 0.12 0.58 0.58 0.56 0.61 0.49 0.81 0.45 0.33 0.08 0.79 0.51 0.55 0.80 1.00 0.51 0.57 0.41 0.51 0.45 0.60 0.88 0.67 0.28 0.05 0.36 0.65 0.48 0.17 0.30 0.40 0.52 0.43 0.27 0.51 0.47 0.74 0.79 0.35 0.06 0.16 0.17 0.62 ]
