D = 12;
n = [ 1 5 10 4 1 5 2 2 5 4 3 7 ];

N = 50;
d = [ 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 5 6 6 6 6 6 7 7 8 8 9 9 9 9 9 10 10 10 10 10 11 11 11 12 12 12 12 12 12 12 ];

m = [
    [ 1.00 0.56 0.61 0.59 0.54 0.52 0.31 0.78 0.60 0.44 0.14 0.90 0.85 0.46 0.43 0.34 0.41 0.53 0.55 0.76 0.46 0.85 0.35 0.31 0.33 0.66 0.40 0.53 0.55 0.32 0.23 0.40 0.35 0.35 0.74 0.78 0.30 0.79 0.46 0.30 0.56 0.35 0.59 0.95 0.63 0.57 0.60 0.55 0.29 0.49 ]
    [ 0.56 1.00 0.54 0.65 0.17 0.51 0.61 0.60 0.17 0.39 0.42 0.30 0.58 0.27 0.31 0.64 0.10 0.43 0.64 0.30 0.49 0.08 0.20 0.41 0.40 0.55 0.36 0.76 0.41 0.60 0.25 0.32 0.56 0.88 0.21 0.48 0.58 0.60 0.40 0.23 0.27 0.58 0.64 0.64 0.36 0.38 0.34 0.42 0.63 0.20 ]
    [ 0.61 0.54 1.00 0.65 0.56 0.41 0.49 0.47 0.38 0.42 0.57 0.61 0.93 0.18 0.34 0.23 0.22 0.22 0.63 0.10 0.79 0.38 0.12 0.48 0.17 0.33 0.53 0.68 0.67 0.43 0.54 0.46 0.64 0.47 0.74 0.64 0.56 0.69 0.60 0.64 0.49 0.78 0.92 0.64 0.46 0.35 0.63 0.71 0.53 0.55 ]
    [ 0.59 0.65 0.65 1.00 0.32 0.46 0.43 0.55 0.78 0.35 0.30 0.62 0.46 0.15 0.29 0.36 0.47 0.69 0.54 0.72 0.58 0.26 0.37 0.49 0.13 0.29 0.48 0.84 0.47 0.30 0.49 0.48 0.28 0.31 0.97 0.41 0.36 0.18 0.72 0.73 0.25 0.43 0.45 0.29 0.79 0.15 0.45 0.60 0.46 0.42 ]
    [ 0.54 0.17 0.56 0.32 1.00 0.90 0.92 0.81 0.68 0.41 0.11 0.22 0.46 0.46 0.41 0.47 0.53 0.50 0.18 0.60 0.60 0.45 0.24 0.39 0.86 0.85 0.42 0.32 0.41 0.15 0.15 0.17 0.50 0.46 0.46 0.89 0.46 0.55 0.34 0.52 0.47 0.57 0.62 0.64 0.46 0.98 0.48 0.35 0.24 0.64 ]
    [ 0.52 0.51 0.41 0.46 0.90 1.00 0.32 0.76 0.56 0.47 0.57 0.12 0.74 0.46 0.28 0.89 0.59 0.48 0.71 0.85 0.07 0.64 0.61 0.56 0.25 0.41 0.15 0.21 0.66 0.68 0.54 0.77 0.70 0.64 0.54 0.84 0.38 0.37 0.45 0.36 0.62 0.57 0.22 0.51 0.95 0.50 0.49 0.86 0.46 0.54 ]
    [ 0.31 0.61 0.49 0.43 0.92 0.32 1.00 0.46 0.71 0.74 0.44 0.83 0.49 0.70 0.47 0.55 0.62 0.44 0.65 0.90 0.24 0.24 0.46 0.24 0.51 0.61 0.29 0.66 0.71 0.76 0.57 0.46 0.54 0.80 0.40 0.82 0.35 0.33 0.84 0.40 0.30 0.24 0.50 0.70 0.89 0.23 0.15 0.41 0.58 0.47 ]
    [ 0.78 0.60 0.47 0.55 0.81 0.76 0.46 1.00 0.20 0.54 0.72 0.45 0.36 0.32 0.30 0.74 0.18 0.48 0.80 0.28 0.41 0.54 0.04 0.80 0.52 0.65 0.54 0.71 0.27 0.33 0.56 0.75 0.72 0.56 0.30 0.53 0.72 0.69 0.42 0.52 0.26 0.32 0.28 0.74 0.66 0.52 0.28 0.35 0.53 0.22 ]
    [ 0.60 0.17 0.38 0.78 0.68 0.56 0.71 0.20 1.00 0.68 0.58 0.70 0.04 0.41 0.83 0.45 0.23 0.62 0.15 0.46 0.19 0.26 0.52 0.04 0.58 0.71 0.64 0.61 0.64 0.27 0.71 0.31 0.38 0.52 0.30 0.83 0.51 0.30 0.53 0.16 0.53 0.46 0.69 0.40 0.45 0.73 0.53 0.28 0.06 0.49 ]
    [ 0.44 0.39 0.42 0.35 0.41 0.47 0.74 0.54 0.68 1.00 0.60 0.71 0.74 0.67 0.29 0.61 0.73 0.61 0.70 0.46 0.34 0.89 0.44 0.24 0.33 0.40 0.60 0.11 0.56 0.60 0.21 0.47 0.41 0.21 0.46 0.51 0.47 0.53 0.30 0.51 0.68 0.26 0.56 0.57 0.21 0.72 0.62 0.34 0.72 0.40 ]
    [ 0.14 0.42 0.57 0.30 0.11 0.57 0.44 0.72 0.58 0.60 1.00 0.22 0.75 0.68 0.42 0.47 0.91 0.51 0.83 0.67 0.41 0.56 0.33 0.16 0.38 0.53 0.64 0.94 0.37 0.29 0.71 0.60 0.59 0.24 0.44 0.39 0.42 0.21 0.21 0.32 0.79 0.81 0.40 0.64 0.86 0.60 0.36 0.53 0.46 0.41 ]
    [ 0.90 0.30 0.61 0.62 0.22 0.12 0.83 0.45 0.70 0.71 0.22 1.00 0.76 0.57 0.56 0.39 0.29 0.41 0.63 0.40 0.54 0.67 0.61 0.13 0.47 0.40 0.57 0.12 0.66 0.51 0.85 0.68 0.52 0.59 0.27 0.74 0.53 0.61 0.14 0.61 0.40 0.59 0.25 0.68 0.08 0.46 0.26 0.30 0.73 0.31 ]
    [ 0.85 0.58 0.93 0.46 0.46 0.74 0.49 0.36 0.04 0.74 0.75 0.76 1.00 0.39 0.73 0.69 0.71 0.21 0.22 0.43 0.79 0.59 0.41 0.46 0.14 0.43 0.29 0.56 0.30 0.75 0.80 0.32 0.36 0.52 0.82 0.56 0.62 0.27 0.82 0.15 0.77 0.80 0.39 0.62 0.62 0.40 0.77 0.18 0.42 0.36 ]
    [ 0.46 0.27 0.18 0.15 0.46 0.46 0.70 0.32 0.41 0.67 0.68 0.57 0.39 1.00 0.68 0.61 0.58 0.73 0.15 0.29 0.69 0.68 0.69 0.34 0.57 0.35 0.69 0.44 0.36 0.57 0.49 0.21 0.52 0.56 0.34 0.81 0.26 0.30 0.29 0.63 0.85 0.65 0.40 0.32 0.36 0.17 0.38 0.58 0.68 0.96 ]
    [ 0.43 0.31 0.34 0.29 0.41 0.28 0.47 0.30 0.83 0.29 0.42 0.56 0.73 0.68 1.00 0.64 0.67 0.23 0.31 0.21 0.36 0.21 0.57 0.32 0.56 0.81 0.35 0.38 0.45 0.54 0.56 0.83 0.53 0.56 0.64 0.43 0.38 0.41 0.47 0.19 0.62 0.67 0.64 0.27 0.74 0.33 0.29 0.78 0.61 0.21 ]
    [ 0.34 0.64 0.23 0.36 0.47 0.89 0.55 0.74 0.45 0.61 0.47 0.39 0.69 0.61 0.64 1.00 0.36 0.74 0.28 0.61 0.55 0.30 0.40 0.29 0.49 0.61 0.60 0.42 0.08 0.47 0.16 0.70 0.49 0.56 0.83 0.72 0.41 0.56 0.87 0.83 0.40 0.20 0.56 0.57 0.69 0.86 0.59 0.49 0.55 0.42 ]
    [ 0.41 0.10 0.22 0.47 0.53 0.59 0.62 0.18 0.23 0.73 0.91 0.29 0.71 0.58 0.67 0.36 1.00 0.68 0.92 0.44 0.35 0.53 0.83 0.45 0.44 0.67 0.74 0.80 0.47 0.58 0.26 0.54 0.53 0.58 0.81 0.19 0.36 0.60 0.41 0.39 0.58 0.35 0.24 0.36 0.57 0.45 0.64 0.53 0.47 0.38 ]
    [ 0.53 0.43 0.22 0.69 0.50 0.48 0.44 0.48 0.62 0.61 0.51 0.41 0.21 0.73 0.23 0.74 0.68 1.00 0.18 0.46 0.70 0.11 0.69 0.60 0.55 0.42 0.45 0.84 0.53 0.11 0.58 0.57 0.45 0.29 0.42 0.69 0.52 0.55 0.35 0.42 0.57 0.38 0.32 0.81 0.89 0.35 0.45 0.48 0.68 0.26 ]
    [ 0.55 0.64 0.63 0.54 0.18 0.71 0.65 0.80 0.15 0.70 0.83 0.63 0.22 0.15 0.31 0.28 0.92 0.18 1.00 0.76 0.66 0.23 0.86 0.71 0.29 0.12 0.23 0.30 0.47 0.43 0.61 0.54 0.12 0.48 0.66 0.50 0.26 0.54 0.44 0.55 0.49 0.68 0.59 0.79 0.66 0.49 0.15 0.42 0.59 0.62 ]
    [ 0.76 0.30 0.10 0.72 0.60 0.85 0.90 0.28 0.46 0.46 0.67 0.40 0.43 0.29 0.21 0.61 0.44 0.46 0.76 1.00 0.57 0.41 0.76 0.41 0.61 0.14 0.49 0.84 0.66 0.38 0.35 0.72 0.34 0.80 0.51 0.59 0.78 0.60 0.48 0.53 0.08 0.18 0.78 0.66 0.48 0.72 0.90 0.53 0.27 0.42 ]
    [ 0.46 0.49 0.79 0.58 0.60 0.07 0.24 0.41 0.19 0.34 0.41 0.54 0.79 0.69 0.36 0.55 0.35 0.70 0.66 0.57 1.00 0.65 0.58 0.09 0.19 0.38 0.64 0.71 0.77 0.62 0.51 0.65 0.55 0.42 0.43 0.48 0.21 0.57 0.42 0.31 0.60 0.62 0.06 0.78 0.69 0.73 0.38 0.28 0.74 0.83 ]
    [ 0.85 0.08 0.38 0.26 0.45 0.64 0.24 0.54 0.26 0.89 0.56 0.67 0.59 0.68 0.21 0.30 0.53 0.11 0.23 0.41 0.65 1.00 0.21 0.54 0.26 0.49 0.56 0.74 0.69 0.49 0.40 0.70 0.95 0.51 0.32 0.98 0.48 0.52 0.46 0.48 0.45 0.94 0.38 0.29 0.58 0.60 0.17 0.05 0.49 0.56 ]
    [ 0.35 0.20 0.12 0.37 0.24 0.61 0.46 0.04 0.52 0.44 0.33 0.61 0.41 0.69 0.57 0.40 0.83 0.69 0.86 0.76 0.58 0.21 1.00 0.20 0.51 0.62 0.16 0.34 0.86 0.47 0.81 0.78 0.53 0.80 0.40 0.25 0.34 0.44 0.34 0.35 0.21 0.56 0.64 0.36 0.74 0.44 0.28 0.47 0.81 0.47 ]
    [ 0.31 0.41 0.48 0.49 0.39 0.56 0.24 0.80 0.04 0.24 0.16 0.13 0.46 0.34 0.32 0.29 0.45 0.60 0.71 0.41 0.09 0.54 0.20 1.00 0.17 0.58 0.23 0.62 0.03 0.55 0.33 0.46 0.66 0.21 0.83 0.09 0.63 0.44 0.76 0.54 0.06 0.82 0.24 0.70 0.40 0.83 0.90 0.59 0.71 0.25 ]
    [ 0.33 0.40 0.17 0.13 0.86 0.25 0.51 0.52 0.58 0.33 0.38 0.47 0.14 0.57 0.56 0.49 0.44 0.55 0.29 0.61 0.19 0.26 0.51 0.17 1.00 0.55 0.51 0.40 0.41 0.97 0.48 0.43 0.50 0.16 0.64 0.15 0.37 0.80 0.49 0.29 0.44 0.74 0.76 0.91 0.39 0.31 0.53 0.89 0.17 0.69 ]
