D = 12;
n = [ 3 4 2 5 2 2 1 1 1 2 11 1 ];

N = 50;
d = [ 1 1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 4 4 5 5 6 6 6 6 6 6 6 7 7 8 9 9 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 12 12 ];

m = [
    [ 1.00 0.76 0.34 0.48 0.56 0.77 0.60 0.77 0.21 0.24 0.44 0.21 0.39 0.55 0.77 0.29 0.59 0.47 0.77 0.62 0.47 0.67 0.46 0.34 0.68 0.80 0.15 0.45 0.48 0.24 0.56 0.48 0.69 0.09 0.51 0.68 0.45 0.54 0.74 0.55 0.56 0.21 0.71 0.84 0.45 0.66 0.86 0.55 0.24 0.62 ]
    [ 0.76 1.00 0.75 0.59 0.78 0.74 0.70 0.73 0.41 0.58 0.32 0.55 0.68 0.30 0.86 0.70 0.39 0.42 0.70 0.62 0.50 0.30 0.48 0.18 0.64 0.52 0.15 0.65 0.52 0.18 0.53 0.49 0.85 0.10 0.75 0.45 0.37 0.54 0.17 0.49 0.56 0.58 0.49 0.54 0.44 0.45 0.17 0.69 0.10 0.47 ]
    [ 0.34 0.75 1.00 0.64 0.47 0.38 0.58 0.56 0.67 0.57 0.32 0.18 0.31 0.66 0.24 0.47 0.51 0.16 0.21 0.09 0.81 0.48 0.76 0.66 0.29 0.59 0.73 0.78 0.33 0.38 0.62 0.23 0.27 0.42 0.62 0.64 0.49 0.68 0.48 0.29 0.48 0.21 0.64 0.29 0.68 0.43 0.65 0.55 0.63 0.46 ]
    [ 0.48 0.59 0.64 1.00 0.58 0.82 0.84 0.38 0.42 0.63 0.88 0.31 0.72 0.86 0.65 0.55 0.07 0.30 0.61 0.69 0.54 0.52 0.52 0.57 0.64 0.33 0.36 0.23 0.49 0.72 0.74 0.44 0.21 0.71 0.27 0.90 0.32 0.65 0.18 0.64 0.46 0.17 0.63 0.52 0.80 0.73 0.56 0.45 0.43 0.62 ]
    [ 0.56 0.78 0.47 0.58 1.00 0.44 0.76 0.26 0.42 0.77 0.51 0.33 0.45 0.17 0.65 0.41 0.64 0.26 0.40 0.40 0.34 0.53 0.10 0.30 0.54 0.78 0.46 0.38 0.52 0.68 0.12 0.39 0.63 0.16 0.33 0.49 0.43 0.51 0.61 0.57 0.65 0.53 0.84 0.09 0.64 0.42 0.34 0.23 0.39 0.39 ]
    [ 0.77 0.74 0.38 0.82 0.44 1.00 0.64 0.58 0.67 0.51 0.33 0.86 0.35 0.49 0.61 0.34 0.59 0.58 0.67 0.23 0.53 0.43 0.53 0.81 0.29 0.40 0.35 0.80 0.67 0.56 0.74 0.84 0.28 0.43 0.53 0.67 0.35 0.40 0.45 0.46 0.52 0.58 0.12 0.53 0.89 0.33 0.56 0.63 0.64 0.08 ]
    [ 0.60 0.70 0.58 0.84 0.76 0.64 1.00 0.72 0.60 0.47 0.51 0.63 0.57 0.18 0.10 0.55 0.49 0.44 0.69 0.82 0.68 0.64 0.83 0.83 0.53 0.53 0.75 0.71 0.39 0.35 0.44 0.51 0.17 0.40 0.62 0.47 0.10 0.44 0.56 0.28 0.81 0.54 0.59 0.45 0.50 0.71 0.56 0.55 0.63 0.47 ]
    [ 0.77 0.73 0.56 0.38 0.26 0.58 0.72 1.00 0.56 0.33 0.60 0.81 0.49 0.51 0.50 0.37 0.28 0.20 0.88 0.36 0.21 0.62 0.70 0.40 0.39 0.61 0.49 0.27 0.41 0.42 0.32 0.11 0.85 0.38 0.54 0.53 0.45 0.83 0.49 0.53 0.35 0.72 0.95 0.45 0.40 0.65 0.66 0.63 0.39 0.63 ]
    [ 0.21 0.41 0.67 0.42 0.42 0.67 0.60 0.56 1.00 0.82 0.68 0.38 0.49 0.45 0.42 0.48 0.62 0.86 0.23 0.81 0.22 0.18 0.25 0.44 0.48 0.10 0.61 0.33 0.14 0.69 0.49 0.23 0.52 0.35 0.43 0.48 0.41 0.34 0.47 0.48 0.49 0.71 0.23 0.76 0.46 0.55 0.45 0.23 0.28 0.43 ]
    [ 0.24 0.58 0.57 0.63 0.77 0.51 0.47 0.33 0.82 1.00 0.77 0.81 0.66 0.24 0.28 0.69 0.49 0.26 0.27 0.54 0.43 0.49 0.69 0.54 0.82 0.76 0.50 0.42 0.37 0.59 0.53 0.35 0.47 0.51 0.59 0.76 0.54 0.97 0.92 0.56 0.46 0.35 0.97 0.41 0.31 0.62 0.35 0.27 0.39 0.89 ]
