D = 8;
n = [ 1 2 1 3 3 1 1 1 ];

N = 50;
d = [ 1 1 1 1 1 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 ];

m = [
    [ 1.00 0.28 0.18 0.49 0.47 0.33 0.48 0.65 0.68 0.34 0.71 0.47 0.66 0.15 0.68 0.71 0.76 0.47 0.24 0.50 0.27 0.54 0.42 0.58 0.37 0.63 0.68 0.34 0.20 0.42 0.60 0.70 0.55 0.24 0.30 0.55 0.18 0.36 0.33 0.72 0.58 0.48 0.65 0.80 0.65 0.67 0.60 0.47 0.38 0.66 ]
    [ 0.28 1.00 0.60 0.42 0.31 0.63 0.27 0.48 0.86 0.71 0.39 0.39 0.40 0.81 0.75 0.46 0.35 0.32 0.26 0.39 0.69 0.53 0.52 0.55 0.62 0.72 0.42 0.55 0.43 0.79 0.36 0.73 0.31 0.49 0.17 0.70 0.60 0.26 0.62 0.56 0.25 0.29 0.64 0.55 0.78 0.65 0.24 0.59 0.05 0.65 ]
    [ 0.18 0.60 1.00 0.13 0.25 0.56 0.18 0.52 0.34 0.10 0.62 0.58 0.55 0.39 0.44 0.57 0.36 0.34 0.14 0.53 0.60 0.45 0.55 0.40 0.28 0.63 0.52 0.85 0.30 0.71 0.61 0.93 0.68 0.86 0.67 0.35 0.48 0.80 0.59 0.70 0.39 0.57 0.44 0.68 0.66 0.44 0.36 0.60 0.39 0.20 ]
    [ 0.49 0.42 0.13 1.00 0.74 0.33 0.71 0.56 0.14 0.51 0.46 0.64 0.10 0.55 0.93 0.39 0.49 0.30 0.46 0.42 0.54 0.33 0.35 0.21 0.53 0.35 0.52 0.23 0.58 0.58 0.48 0.28 0.57 0.17 0.79 0.30 0.59 0.54 0.28 0.44 0.67 0.21 0.49 0.90 0.40 0.29 0.70 0.55 0.32 0.28 ]
    [ 0.47 0.31 0.25 0.74 1.00 0.41 0.73 0.65 0.15 0.52 0.24 0.28 0.72 0.28 0.26 0.48 0.51 0.54 0.18 0.54 0.29 0.34 0.62 0.72 0.50 0.53 0.50 0.58 0.82 0.58 0.35 0.36 0.47 0.88 0.17 0.32 0.66 0.80 0.71 0.24 0.29 0.63 0.76 0.66 0.32 0.49 0.65 0.51 0.85 0.16 ]
    [ 0.33 0.63 0.56 0.33 0.41 1.00 0.58 0.41 0.43 0.77 0.26 0.43 0.59 0.57 0.56 0.58 0.90 0.51 0.23 0.29 0.64 0.49 0.18 0.30 0.70 0.65 0.47 0.60 0.52 0.18 0.57 0.28 0.70 0.62 0.04 0.28 0.63 0.46 0.73 0.53 0.44 0.26 0.36 0.88 0.41 0.84 0.49 0.30 0.42 0.46 ]
    [ 0.48 0.27 0.18 0.71 0.73 0.58 1.00 0.23 0.46 0.29 0.59 0.28 0.19 0.28 0.13 0.51 0.13 0.58 0.29 0.28 0.87 0.89 0.17 0.48 0.50 0.29 0.52 0.83 0.77 0.36 0.18 0.38 0.53 0.69 0.33 0.49 0.37 0.70 0.14 0.42 0.53 0.76 0.52 0.73 0.85 0.67 0.30 0.88 0.49 0.50 ]
    [ 0.65 0.48 0.52 0.56 0.65 0.41 0.23 1.00 0.60 0.45 0.44 0.48 0.26 0.06 0.47 0.28 0.53 0.27 0.32 0.57 0.29 0.55 0.74 0.18 0.42 0.62 0.45 0.42 0.63 0.16 0.68 0.47 0.49 0.21 0.14 0.52 0.43 0.47 0.54 0.46 0.47 0.64 0.50 0.65 0.60 0.71 0.61 0.62 0.36 0.75 ]
    [ 0.68 0.86 0.34 0.14 0.15 0.43 0.46 0.60 1.00 0.17 0.82 0.52 0.53 0.47 0.95 0.74 0.61 0.65 0.48 0.35 0.58 0.74 0.45 0.60 0.15 0.17 0.51 0.71 0.32 0.18 0.52 0.57 0.04 0.36 0.27 0.31 0.24 0.36 0.36 0.32 0.47 0.24 0.77 0.77 0.78 0.20 0.40 0.52 0.86 0.06 ]
    [ 0.34 0.71 0.10 0.51 0.52 0.77 0.29 0.45 0.17 1.00 0.39 0.54 0.30 0.64 0.48 0.49 0.54 0.46 0.58 0.38 0.56 0.42 0.73 0.90 0.25 0.79 0.49 0.88 0.79 0.55 0.69 0.49 0.61 0.48 0.28 0.37 0.52 0.72 0.43 0.64 0.47 0.85 0.48 0.46 0.80 0.73 0.52 0.59 0.12 0.21 ]
    [ 0.71 0.39 0.62 0.46 0.24 0.26 0.59 0.44 0.82 0.39 1.00 0.76 0.78 0.67 0.57 0.83 0.61 0.79 0.76 0.57 0.65 0.23 0.24 0.35 0.31 0.52 0.42 0.75 0.42 0.36 0.38 0.80 0.39 0.80 0.71 0.30 0.44 0.66 0.46 0.50 0.40 0.37 0.22 0.55 0.51 0.50 0.45 0.22 0.29 0.56 ]
